State,District,Nitrogen,Phosphorus,Potassium,Soil_pH,Organic_Carbon,Electrical_Conductivity,Soil_Moisture,Soil_Type
Karnataka,Dharwad,88.7,58.4,37.7,7.03,0.73,0.61,24.6,Clayey
Karnataka,Dharwad,108.8,47.7,54.4,4.73,0.89,1.35,49.9,Black
Karnataka,Dharwad,80.9,37.6,58.4,5.63,0.57,0.88,63.3,Black
Karnataka,Dharwad,94.8,63.3,34.5,7.73,0.51,0.92,57.6,Red
Karnataka,Dharwad,43.0,56.6,55.5,6.27,0.63,1.35,51.6,Sandy
Karnataka,Dharwad,58.5,79.1,28.1,5.3,0.44,1.53,38.4,Sandy
Karnataka,Dharwad,80.1,36.6,63.2,5.44,0.76,1.03,26.6,Red
Karnataka,Dharwad,68.1,43.1,56.3,5.72,0.63,1.48,5.0,Sandy
Karnataka,Dharwad,83.7,55.8,44.6,6.71,0.46,1.47,43.9,Red
Karnataka,Dharwad,51.8,54.8,43.1,6.32,0.52,1.06,35.0,Sandy
Karnataka,Dharwad,66.6,51.6,32.8,6.7,1.12,1.66,35.4,Loamy
Karnataka,Dharwad,62.6,43.7,53.3,7.04,0.7,0.84,40.1,Sandy
Karnataka,Dharwad,78.1,39.3,62.3,7.08,0.84,1.51,29.6,Black
Karnataka,Dharwad,91.5,44.9,43.4,5.34,0.61,1.16,47.1,Laterite
Karnataka,Dharwad,63.9,42.2,56.0,5.81,0.64,1.24,69.2,Sandy
Karnataka,Dharwad,54.6,50.8,54.4,7.04,0.43,1.0,43.2,Alluvial
Karnataka,Dharwad,96.4,40.9,58.7,6.08,0.45,1.38,22.5,Loamy
Karnataka,Dharwad,64.6,48.3,61.0,6.8,0.72,1.01,76.7,Red
Karnataka,Dharwad,92.4,35.8,55.9,7.08,0.68,0.87,59.8,Clayey
Karnataka,Dharwad,67.1,58.9,50.4,6.65,0.8,1.53,61.9,Red
Karnataka,Dharwad,41.1,52.9,56.1,5.44,0.72,1.05,68.0,Loamy
Karnataka,Dharwad,52.1,67.6,45.5,6.53,0.45,1.48,42.3,Alluvial
Karnataka,Dharwad,85.9,44.0,58.2,6.44,0.84,1.12,64.3,Black
Karnataka,Dharwad,57.9,45.0,25.9,5.77,0.61,0.86,37.1,Loamy
Karnataka,Dharwad,123.1,51.2,42.1,7.0,0.89,1.34,13.1,Laterite
Karnataka,Dharwad,71.1,36.4,66.8,6.92,0.77,1.77,45.2,Black
Karnataka,Dharwad,39.9,42.7,28.3,5.39,0.8,1.2,52.8,Loamy
Karnataka,Dharwad,83.2,35.8,44.0,7.49,0.48,1.64,40.0,Black
Karnataka,Dharwad,68.4,47.2,72.8,6.22,0.63,1.33,46.1,Clayey
Karnataka,Dharwad,61.4,23.7,36.6,6.02,0.58,1.11,38.3,Loamy
Karnataka,Dharwad,71.2,52.3,46.9,6.47,0.79,1.19,54.2,Sandy
Karnataka,Dharwad,77.9,29.6,50.3,5.95,0.6,0.68,40.1,Black
Karnataka,Dharwad,70.6,26.3,49.2,6.47,0.73,1.92,57.9,Loamy
Karnataka,Dharwad,43.8,49.6,65.4,6.59,0.89,1.34,58.7,Sandy
Karnataka,Dharwad,32.7,44.6,64.5,7.69,0.56,0.87,55.8,Clayey
Karnataka,Dharwad,63.3,29.3,76.2,6.54,1.0,1.44,45.7,Laterite
Karnataka,Dharwad,32.8,57.1,58.1,7.02,0.55,0.95,29.8,Loamy
Karnataka,Dharwad,56.4,41.7,75.2,7.33,0.69,0.8,53.1,Laterite
Karnataka,Dharwad,87.8,54.1,60.1,6.55,0.95,1.33,41.4,Laterite
Karnataka,Dharwad,43.8,28.8,53.9,5.23,0.63,0.58,35.9,Red
Karnataka,Dharwad,55.5,52.8,48.2,7.53,0.46,1.58,33.5,Loamy
Karnataka,Dharwad,24.1,43.2,73.6,6.36,0.62,1.88,45.8,Black
Karnataka,Dharwad,58.4,48.6,37.2,6.2,0.7,1.04,34.0,Laterite
Karnataka,Dharwad,75.6,49.4,70.2,6.94,0.82,1.22,35.6,Sandy
Karnataka,Dharwad,70.5,16.3,42.5,6.09,0.67,0.96,44.4,Black
Karnataka,Dharwad,55.8,38.2,59.7,6.08,0.56,0.83,34.8,Alluvial
Karnataka,Dharwad,63.7,40.6,75.6,6.16,0.35,0.99,69.3,Laterite
Karnataka,Dharwad,53.6,45.4,45.4,6.48,0.57,1.11,57.6,Black
Karnataka,Dharwad,53.1,49.5,52.5,6.14,0.59,1.35,31.1,Sandy
Karnataka,Dharwad,82.1,44.8,33.0,5.84,0.4,1.52,38.1,Black
Karnataka,Dharwad,50.6,65.6,60.6,5.93,0.74,1.58,23.6,Laterite
Karnataka,Dharwad,69.3,52.2,51.5,5.73,0.78,1.56,43.6,Alluvial
Karnataka,Dharwad,67.4,18.9,74.9,7.69,0.45,1.52,50.2,Loamy
Karnataka,Dharwad,50.0,45.5,59.5,7.6,0.35,1.13,31.0,Laterite
Karnataka,Dharwad,69.0,52.2,30.0,7.16,0.57,0.88,27.8,Clayey
Karnataka,Dharwad,77.4,30.0,49.8,6.53,0.75,1.08,58.9,Red
Karnataka,Dharwad,55.6,42.2,54.1,6.47,0.58,1.04,49.5,Laterite
Karnataka,Dharwad,43.5,37.5,73.1,6.01,0.68,1.27,64.5,Black
Karnataka,Dharwad,37.2,52.5,51.8,5.92,0.77,1.07,50.7,Loamy
Karnataka,Dharwad,5.8,47.9,89.4,6.02,0.88,1.34,58.6,Sandy
Karnataka,Dharwad,47.4,30.7,67.0,5.48,0.52,1.33,16.4,Red
Karnataka,Dharwad,47.7,29.2,71.3,6.84,0.49,0.67,55.8,Sandy
Karnataka,Dharwad,48.3,35.2,79.8,6.05,0.73,1.85,56.3,Red
Karnataka,Dharwad,75.7,37.3,71.7,6.67,0.79,1.26,64.4,Loamy
Karnataka,Dharwad,53.6,35.3,59.4,6.81,0.29,1.96,17.8,Black
Karnataka,Dharwad,49.6,50.1,24.8,6.57,0.48,1.25,27.9,Red
Karnataka,Dharwad,53.4,49.7,50.8,6.71,0.54,1.26,67.1,Clayey
Karnataka,Dharwad,65.8,45.9,71.2,6.62,0.61,1.06,29.8,Sandy
Karnataka,Dharwad,81.5,52.9,71.4,6.29,0.72,1.56,31.1,Loamy
Karnataka,Dharwad,40.2,51.8,37.6,7.9,0.84,1.2,58.0,Red
Karnataka,Dharwad,47.9,27.3,73.5,6.86,0.99,1.38,44.5,Clayey
Karnataka,Dharwad,65.1,58.7,31.3,6.34,0.54,1.29,42.3,Laterite
Karnataka,Dharwad,43.6,50.6,56.3,5.92,0.51,1.24,46.2,Clayey
Karnataka,Dharwad,69.8,40.6,55.5,6.29,0.79,1.27,58.6,Laterite
Karnataka,Dharwad,57.8,47.2,59.6,7.18,0.61,0.42,39.2,Sandy
Karnataka,Dharwad,74.5,46.1,78.3,7.4,0.76,1.22,39.0,Clayey
Karnataka,Dharwad,61.5,38.8,59.5,6.46,1.1,1.33,43.0,Sandy
Karnataka,Dharwad,96.9,63.1,10.5,6.81,0.76,1.54,44.0,Alluvial
Karnataka,Dharwad,61.8,49.0,40.3,6.32,0.74,1.16,45.9,Black
Karnataka,Dharwad,79.8,44.0,66.7,7.32,0.43,0.88,54.7,Sandy
Karnataka,Dharwad,75.7,42.5,45.3,6.16,0.85,1.36,22.7,Clayey
Karnataka,Dharwad,67.3,55.1,46.9,6.44,0.4,0.72,45.1,Laterite
Karnataka,Dharwad,22.6,21.1,23.8,6.67,0.54,0.74,45.3,Alluvial
Karnataka,Dharwad,37.9,41.0,64.5,6.45,0.76,0.84,58.2,Sandy
Karnataka,Dharwad,48.6,66.1,77.3,6.22,0.57,0.9,35.6,Sandy
Karnataka,Dharwad,35.3,37.9,33.5,6.91,0.7,0.89,34.8,Black
Karnataka,Dharwad,82.9,40.9,68.7,7.01,0.63,0.78,45.2,Red
Karnataka,Dharwad,82.7,57.7,51.4,6.2,0.45,0.94,38.2,Alluvial
Karnataka,Dharwad,43.1,65.9,51.8,5.9,0.6,0.81,66.5,Clayey
Karnataka,Dharwad,46.1,51.2,47.7,6.36,0.64,1.39,68.0,Clayey
Karnataka,Dharwad,67.1,29.0,18.4,5.89,0.63,1.49,48.5,Laterite
Karnataka,Dharwad,70.7,44.6,43.0,5.9,0.4,1.43,47.4,Sandy
Karnataka,Dharwad,57.8,43.6,68.1,6.87,0.71,0.29,49.5,Loamy
Karnataka,Dharwad,26.9,42.3,63.3,6.08,0.77,0.83,62.6,Clayey
Karnataka,Dharwad,94.3,46.1,70.1,8.34,0.68,1.17,29.0,Black
Karnataka,Dharwad,57.6,45.1,38.8,5.34,0.76,1.37,52.0,Black
Karnataka,Dharwad,34.7,36.6,89.7,6.62,0.39,0.69,43.9,Laterite
Karnataka,Dharwad,49.5,56.3,29.1,6.86,0.7,1.31,61.9,Red
Karnataka,Dharwad,64.5,25.8,64.5,6.41,0.48,1.3,62.0,Clayey
Karnataka,Dharwad,60.1,65.8,32.6,6.5,0.66,1.05,38.3,Alluvial
Karnataka,Dharwad,65.9,55.0,49.2,7.09,0.59,0.93,71.6,Red
Karnataka,Dharwad,12.5,61.0,45.4,7.35,0.62,1.41,62.2,Clayey
Karnataka,Dharwad,46.5,75.8,34.2,6.63,0.66,1.2,36.5,Alluvial
Karnataka,Dharwad,61.6,31.6,67.3,7.51,0.65,0.95,46.8,Black
Karnataka,Dharwad,66.4,64.8,67.4,5.79,0.63,1.18,51.6,Clayey
Karnataka,Dharwad,81.5,31.6,68.9,6.32,0.68,1.09,55.5,Red
Karnataka,Dharwad,35.3,53.0,52.4,6.97,0.83,1.47,54.5,Red
Karnataka,Dharwad,65.8,38.2,20.1,6.36,0.8,1.08,45.4,Clayey
Karnataka,Dharwad,51.5,47.2,86.0,6.26,0.61,1.66,54.9,Black
Karnataka,Dharwad,103.7,44.1,69.8,6.13,0.71,0.86,56.1,Clayey
Karnataka,Dharwad,81.8,22.8,63.1,6.17,0.77,1.52,10.9,Loamy
Karnataka,Dharwad,55.8,41.0,56.2,6.52,0.76,1.16,39.8,Clayey
Karnataka,Dharwad,92.3,32.8,20.3,6.14,0.6,1.05,49.0,Alluvial
Karnataka,Dharwad,39.4,52.6,36.4,5.14,0.5,1.13,83.7,Sandy
Karnataka,Dharwad,98.2,53.0,54.5,6.23,0.81,1.25,71.0,Red
Karnataka,Dharwad,26.2,36.0,53.6,4.73,0.44,1.29,42.4,Red
Karnataka,Dharwad,74.3,48.7,57.0,6.13,0.58,1.22,81.6,Loamy
Karnataka,Dharwad,66.0,55.0,34.8,7.19,0.63,0.82,32.3,Red
Karnataka,Dharwad,52.5,48.1,66.9,6.16,0.55,1.7,59.8,Alluvial
Karnataka,Dharwad,75.8,36.8,51.9,7.52,0.82,1.61,34.2,Clayey
Karnataka,Mysore,37.5,54.6,32.7,6.87,0.55,0.62,6.9,Alluvial
Karnataka,Mysore,89.3,44.2,39.0,6.1,0.86,1.11,59.6,Black
Karnataka,Mysore,43.3,57.8,55.3,6.52,0.47,0.9,32.6,Clayey
Karnataka,Mysore,60.9,51.3,45.8,6.33,0.65,0.96,72.0,Laterite
Karnataka,Mysore,75.3,56.3,26.9,6.88,0.73,1.37,47.3,Laterite
Karnataka,Mysore,79.0,47.4,33.8,6.71,0.99,0.8,40.7,Black
Karnataka,Mysore,67.3,32.0,39.6,6.58,0.62,1.3,39.5,Red
Karnataka,Mysore,72.8,58.5,56.8,6.36,0.6,1.51,41.1,Red
Karnataka,Mysore,67.8,44.1,62.3,6.48,0.65,1.11,57.5,Loamy
Karnataka,Mysore,8.7,44.1,67.6,6.44,0.51,1.55,16.8,Loamy
Karnataka,Mysore,87.7,40.1,58.8,6.79,0.55,1.16,30.0,Black
Karnataka,Mysore,52.1,28.1,56.2,6.92,0.84,1.35,37.1,Black
Karnataka,Mysore,59.9,31.9,69.9,6.77,0.62,1.33,57.3,Red
Karnataka,Mysore,73.2,60.7,44.3,6.34,0.3,1.72,28.9,Loamy
Karnataka,Mysore,48.9,34.5,32.1,7.35,0.78,0.51,48.3,Laterite
Karnataka,Mysore,52.5,48.9,63.8,6.81,0.78,0.87,63.0,Sandy
Karnataka,Mysore,51.7,47.2,53.5,6.68,0.57,1.48,14.3,Alluvial
Karnataka,Mysore,72.8,49.2,49.9,6.8,0.87,1.41,57.1,Clayey
Karnataka,Mysore,66.5,42.1,24.7,6.86,0.51,0.83,27.9,Loamy
Karnataka,Mysore,70.2,47.9,83.4,6.36,0.39,1.26,38.4,Red
Karnataka,Mysore,61.4,48.1,42.9,6.44,0.52,1.32,22.8,Loamy
Karnataka,Mysore,63.3,25.4,41.2,6.41,0.82,1.34,27.5,Red
Karnataka,Mysore,48.4,44.8,69.6,6.77,0.77,1.36,48.2,Sandy
Karnataka,Mysore,56.7,47.5,61.3,7.02,0.68,1.36,57.2,Red
Karnataka,Mysore,78.9,44.0,59.3,6.32,0.78,1.02,43.0,Red
Karnataka,Mysore,75.7,61.0,47.9,5.6,0.64,1.2,29.5,Red
Karnataka,Mysore,76.9,34.2,40.3,5.81,0.81,0.95,60.0,Red
Karnataka,Mysore,63.0,40.6,53.1,5.9,0.61,1.55,36.1,Clayey
Karnataka,Mysore,74.0,33.6,56.6,6.92,0.55,1.25,38.8,Clayey
Karnataka,Mysore,74.1,25.7,35.6,6.85,0.66,1.18,59.1,Red
Karnataka,Mysore,61.0,30.3,40.0,7.87,0.59,0.58,36.0,Alluvial
Karnataka,Mysore,23.5,78.1,50.9,6.1,0.56,1.2,45.0,Sandy
Karnataka,Mysore,68.2,39.9,33.6,5.96,0.72,1.52,48.9,Clayey
Karnataka,Mysore,76.0,35.7,56.7,6.72,0.97,1.24,43.3,Red
Karnataka,Mysore,72.1,45.7,61.0,5.78,0.73,0.81,59.4,Alluvial
Karnataka,Mysore,79.3,38.6,39.9,7.0,0.66,1.75,50.4,Loamy
Karnataka,Mysore,16.8,59.8,73.3,6.24,0.59,1.18,45.8,Black
Karnataka,Mysore,62.5,56.3,58.3,7.35,0.46,1.3,22.3,Black
Karnataka,Mysore,48.2,34.3,59.7,6.63,0.61,1.73,35.4,Alluvial
Karnataka,Mysore,15.5,41.3,57.2,6.55,0.67,1.04,24.5,Loamy
Karnataka,Mysore,91.2,80.3,58.8,6.1,0.72,1.12,58.9,Red
Karnataka,Mysore,34.1,54.6,79.4,7.76,0.63,1.36,42.7,Red
Karnataka,Mysore,59.2,61.7,45.6,6.32,0.62,1.04,45.9,Red
Karnataka,Mysore,77.9,28.6,54.7,6.59,0.76,1.16,42.3,Loamy
Karnataka,Mysore,56.8,30.7,57.9,7.12,0.62,1.28,49.1,Black
Karnataka,Mysore,35.9,58.3,64.1,5.72,0.58,0.91,46.9,Sandy
Karnataka,Mysore,5.0,48.2,45.4,6.6,0.46,1.77,39.2,Alluvial
Karnataka,Mysore,45.8,35.7,64.7,6.64,0.64,1.59,51.1,Alluvial
Karnataka,Mysore,72.8,37.2,72.0,7.2,0.96,1.71,31.5,Clayey
Karnataka,Mysore,78.5,18.3,83.4,5.07,0.46,0.67,48.6,Alluvial
Karnataka,Mysore,72.5,54.9,25.3,6.25,0.79,1.28,27.1,Laterite
Karnataka,Mysore,11.4,28.2,54.1,6.25,0.74,0.88,51.4,Clayey
Karnataka,Mysore,54.9,64.4,68.7,6.4,0.5,0.95,37.8,Sandy
Karnataka,Mysore,70.1,39.5,53.5,6.86,0.72,1.03,36.3,Clayey
Karnataka,Mysore,64.2,44.5,45.1,5.69,0.55,1.1,9.5,Sandy
Karnataka,Mysore,56.1,47.2,74.8,6.56,0.6,1.24,36.6,Black
Karnataka,Mysore,94.0,31.8,20.8,6.79,0.75,1.08,27.7,Red
Karnataka,Mysore,66.2,53.9,65.0,6.68,0.62,1.36,30.7,Sandy
Karnataka,Mysore,33.9,56.5,81.4,7.37,0.67,0.89,45.0,Black
Karnataka,Mysore,53.8,42.2,40.6,5.35,0.41,1.23,37.0,Black
Karnataka,Mysore,67.4,75.4,56.3,6.34,0.82,1.51,51.6,Red
Karnataka,Mysore,53.8,66.4,52.5,5.7,0.57,1.43,55.3,Loamy
Karnataka,Mysore,62.4,16.7,35.0,6.05,0.53,1.56,16.3,Alluvial
Karnataka,Mysore,31.4,67.0,60.4,7.09,0.89,1.26,41.7,Black
Karnataka,Mysore,85.7,43.0,40.7,5.58,0.47,1.46,40.2,Clayey
Karnataka,Mysore,47.8,50.6,38.1,7.06,0.97,0.99,24.8,Loamy
Karnataka,Mysore,54.9,53.2,51.6,6.3,0.75,1.23,29.9,Alluvial
Karnataka,Mysore,60.6,37.4,33.4,5.99,0.94,0.96,27.1,Alluvial
Karnataka,Mysore,70.8,40.8,28.5,6.74,0.68,1.32,53.1,Alluvial
Karnataka,Mysore,33.7,44.8,39.1,6.81,0.4,0.55,20.9,Red
Karnataka,Mysore,49.3,33.9,78.7,6.84,0.84,0.83,49.3,Loamy
Karnataka,Mysore,70.2,48.8,57.3,6.71,0.86,1.13,38.9,Red
Karnataka,Mysore,89.4,50.9,48.7,6.26,0.65,1.54,57.1,Black
Karnataka,Mysore,38.3,55.8,57.2,6.92,0.65,1.25,59.0,Laterite
Karnataka,Mysore,106.2,35.0,35.9,5.89,0.69,0.67,40.3,Alluvial
Karnataka,Mysore,118.7,35.9,40.3,6.42,0.83,1.2,38.4,Alluvial
Karnataka,Mysore,36.7,20.3,45.9,6.5,0.63,1.52,50.1,Sandy
Karnataka,Mysore,53.1,21.1,55.5,6.84,0.54,1.39,29.9,Black
Karnataka,Mysore,58.3,43.9,66.5,5.34,0.59,1.97,58.3,Alluvial
Karnataka,Mysore,77.8,53.4,59.9,5.83,0.54,0.94,34.1,Alluvial
Karnataka,Mysore,32.9,53.1,47.8,6.48,0.79,0.67,30.8,Sandy
Karnataka,Mysore,57.3,49.0,58.6,6.34,0.64,1.08,57.8,Black
Karnataka,Mysore,59.4,44.2,37.6,6.49,0.59,1.02,43.9,Clayey
Karnataka,Mysore,65.9,51.4,49.8,5.5,0.58,0.88,49.0,Alluvial
Karnataka,Mysore,28.8,48.3,53.6,7.71,0.6,0.97,31.9,Alluvial
Karnataka,Mysore,51.0,47.7,61.5,5.72,0.6,1.11,22.9,Sandy
Karnataka,Mysore,43.5,80.6,77.0,6.02,0.65,1.43,56.8,Red
Karnataka,Mysore,68.8,39.4,52.1,7.13,0.7,0.83,34.4,Laterite
Karnataka,Mysore,67.7,71.2,72.0,6.0,1.0,1.41,51.4,Red
Karnataka,Mysore,58.1,57.2,84.4,6.68,0.72,1.42,31.4,Laterite
Karnataka,Mysore,45.7,44.5,20.0,6.76,0.63,1.1,48.3,Laterite
Karnataka,Mysore,31.3,49.9,71.5,6.37,0.52,1.16,45.3,Black
Karnataka,Mysore,98.0,45.6,42.2,7.01,0.63,1.52,51.2,Sandy
Karnataka,Mysore,53.4,48.7,79.2,7.22,0.58,0.66,65.8,Alluvial
Karnataka,Mysore,64.1,31.2,62.3,6.08,0.49,1.46,36.1,Alluvial
Karnataka,Mysore,82.2,52.6,62.2,6.08,0.84,1.18,42.1,Clayey
Karnataka,Mysore,95.8,21.7,64.0,6.61,0.75,0.77,28.7,Sandy
Karnataka,Mysore,46.6,43.6,57.0,6.31,0.62,0.72,50.3,Red
Karnataka,Mysore,45.1,39.7,82.8,6.41,0.73,1.24,48.7,Red
Karnataka,Mysore,64.2,56.2,51.0,6.5,0.71,1.02,9.6,Loamy
Karnataka,Mysore,51.9,46.6,49.7,6.52,0.55,1.53,66.3,Black
Karnataka,Mysore,57.3,56.4,70.9,6.09,0.66,1.07,76.4,Sandy
Karnataka,Mysore,34.4,33.0,64.5,6.19,0.48,1.43,46.9,Sandy
Karnataka,Mysore,12.7,64.6,90.3,5.96,0.75,1.33,30.2,Clayey
Karnataka,Mysore,57.7,27.6,84.1,5.94,0.45,1.14,30.6,Red
Karnataka,Mysore,59.0,33.0,75.4,7.69,0.91,1.41,19.9,Black
Karnataka,Mysore,48.2,43.3,76.8,6.29,0.95,1.42,31.0,Alluvial
Karnataka,Mysore,50.5,59.3,50.8,6.68,0.65,1.79,33.1,Laterite
Karnataka,Mysore,38.8,34.1,63.8,6.19,0.9,1.4,34.2,Black
Karnataka,Mysore,48.7,43.7,68.0,6.08,0.59,0.86,61.8,Alluvial
Karnataka,Mysore,83.2,61.3,46.2,6.55,0.68,1.39,45.2,Laterite
Karnataka,Mysore,63.8,31.0,57.0,7.1,0.38,1.08,54.3,Red
Karnataka,Mysore,34.5,47.8,33.1,6.91,0.57,0.78,61.5,Red
Karnataka,Mysore,105.1,11.6,53.7,7.18,0.45,1.32,34.8,Red
Karnataka,Mysore,61.8,47.5,73.2,7.64,0.61,0.82,50.8,Alluvial
Karnataka,Mysore,57.3,41.0,59.7,7.09,0.5,0.91,47.0,Alluvial
Karnataka,Mysore,77.4,48.8,57.6,6.22,0.48,1.07,38.4,Alluvial
Karnataka,Mysore,77.0,33.5,28.7,6.37,0.6,1.08,48.3,Black
Karnataka,Mysore,43.5,58.3,76.5,7.11,0.81,1.7,18.1,Laterite
Karnataka,Mysore,35.5,39.1,70.6,6.93,0.67,1.48,31.9,Alluvial
Karnataka,Mysore,63.3,27.4,61.9,5.84,0.79,1.0,42.6,Alluvial
Karnataka,Mysore,87.4,59.1,62.7,6.06,0.71,1.37,56.7,Sandy
Karnataka,Mysore,65.8,42.7,51.2,6.25,0.84,1.55,62.0,Laterite
Karnataka,Mysore,39.0,26.1,38.2,7.21,0.91,0.97,38.1,Loamy
Karnataka,Mysore,87.8,41.7,55.9,5.31,0.45,1.54,44.9,Loamy
Karnataka,Mysore,48.3,56.3,58.5,6.65,0.67,0.99,35.8,Sandy
Karnataka,Mysore,68.3,53.9,66.5,6.56,0.68,0.94,54.8,Laterite
Karnataka,Mysore,53.3,32.1,48.7,5.5,0.52,1.19,49.9,Laterite
Karnataka,Mysore,60.8,41.3,55.3,6.85,0.38,1.5,38.8,Clayey
Karnataka,Mysore,80.3,43.9,50.5,7.06,0.6,0.84,39.1,Clayey
Karnataka,Mysore,89.6,51.1,30.6,5.44,0.64,0.84,54.7,Alluvial
Karnataka,Mysore,60.8,43.6,39.4,6.54,0.48,1.31,70.0,Black
Karnataka,Mysore,36.5,60.7,69.1,5.58,0.6,0.84,5.0,Laterite
Karnataka,Mysore,35.4,42.8,67.4,7.42,0.52,1.42,39.0,Black
Karnataka,Mysore,45.6,37.5,69.1,6.49,0.82,0.8,59.5,Clayey
Karnataka,Mysore,74.4,71.3,56.3,7.39,0.56,1.2,54.8,Sandy
Karnataka,Mysore,63.6,66.9,37.9,7.04,0.47,1.84,21.1,Loamy
Karnataka,Mysore,74.8,43.0,73.5,7.04,1.01,1.23,48.0,Sandy
Karnataka,Mysore,41.2,64.2,33.1,6.13,0.72,0.94,49.0,Sandy
Karnataka,Mysore,64.8,57.7,47.4,7.38,0.42,1.75,45.3,Black
Karnataka,Mysore,43.7,54.8,50.8,6.56,0.6,1.3,29.8,Black
Karnataka,Mysore,74.5,47.6,70.1,7.31,0.67,1.02,67.0,Loamy
Karnataka,Mysore,43.4,27.5,48.1,6.77,0.61,1.02,64.5,Alluvial
Karnataka,Mysore,13.9,60.9,42.1,7.35,0.54,1.2,27.1,Sandy
Karnataka,Mysore,52.9,31.3,45.5,6.33,0.37,0.96,39.4,Loamy
Karnataka,Mysore,46.2,39.2,21.6,6.39,0.86,1.44,46.3,Clayey
Karnataka,Mysore,53.2,42.0,52.6,7.11,0.62,1.9,47.0,Loamy
Karnataka,Mysore,81.2,27.1,62.1,5.88,0.63,1.18,42.6,Sandy
Karnataka,Mysore,103.0,66.4,41.0,7.71,0.54,1.3,23.2,Red
Karnataka,Mysore,80.7,48.3,72.8,5.07,0.56,0.79,16.7,Alluvial
Karnataka,Mysore,65.6,64.0,58.6,7.8,0.52,1.19,39.4,Clayey
Karnataka,Mysore,38.3,51.3,58.6,6.29,0.68,0.78,45.8,Laterite
Karnataka,Mysore,75.6,55.0,68.9,6.51,0.66,1.47,29.4,Red
Karnataka,Mysore,36.1,38.5,48.5,7.15,0.51,1.23,26.1,Red
Karnataka,Mysore,70.3,28.8,53.9,5.95,0.82,1.14,67.1,Sandy
Karnataka,Mysore,86.4,51.6,71.6,7.67,0.53,1.64,64.7,Alluvial
Karnataka,Mysore,47.2,36.5,34.3,6.25,0.47,1.37,43.1,Red
Karnataka,Mysore,32.8,15.7,41.5,5.56,0.73,0.85,35.9,Sandy
Karnataka,Mysore,53.3,43.4,56.6,6.85,0.6,1.58,44.4,Red
Karnataka,Mysore,78.5,49.6,41.0,6.25,0.76,0.75,40.8,Red
Karnataka,Mysore,41.6,44.7,60.2,5.02,0.81,1.05,25.0,Laterite
Karnataka,Mysore,78.8,72.9,48.2,7.13,0.69,1.03,37.4,Laterite
Karnataka,Mysore,58.8,41.8,97.0,6.79,0.46,1.4,50.9,Alluvial
Karnataka,Mysore,39.0,43.1,76.8,7.11,0.88,1.49,55.4,Sandy
Karnataka,Mysore,34.7,67.6,31.8,7.19,0.64,1.09,47.8,Sandy
Karnataka,Mysore,72.6,39.7,58.5,6.74,0.28,1.35,56.1,Red
Karnataka,Mysore,96.4,44.1,70.8,6.09,0.73,1.02,63.8,Alluvial
Karnataka,Mysore,82.5,40.4,65.2,5.94,0.55,1.71,5.0,Clayey
Karnataka,Mysore,54.3,46.9,48.5,7.96,0.52,1.55,57.8,Black
Karnataka,Mysore,59.7,44.0,66.7,6.14,0.42,1.45,52.0,Sandy
Karnataka,Mysore,88.4,27.2,66.8,7.03,1.02,1.51,59.3,Laterite
Karnataka,Mysore,67.4,51.6,45.7,6.85,0.56,1.02,56.2,Black
Karnataka,Mysore,57.6,28.4,70.9,7.36,0.78,1.15,60.7,Red
Karnataka,Mysore,128.6,61.8,57.0,6.59,0.43,1.44,33.2,Alluvial
Karnataka,Mysore,35.8,38.5,47.3,6.66,0.72,1.17,19.8,Clayey
Karnataka,Mysore,35.4,45.0,43.0,8.08,0.62,1.59,21.5,Black
Karnataka,Mysore,60.9,58.9,47.3,6.63,0.52,1.17,21.6,Loamy
Karnataka,Mysore,74.2,42.3,47.5,8.09,0.68,1.26,36.7,Red
Karnataka,Mysore,72.3,44.0,50.2,6.6,0.82,1.54,41.4,Clayey
Karnataka,Mysore,75.4,31.8,81.0,6.96,1.14,0.99,69.4,Laterite
Karnataka,Mysore,73.3,57.4,53.6,6.86,0.61,1.35,48.1,Red
Karnataka,Mysore,66.0,37.1,61.0,7.52,0.79,1.36,55.9,Red
Karnataka,Mysore,61.4,43.7,64.8,6.53,0.59,0.66,58.3,Clayey
Karnataka,Mysore,70.4,39.7,28.8,5.83,0.51,0.61,28.3,Clayey
Karnataka,Mysore,96.5,46.0,56.1,6.15,0.63,1.12,65.0,Alluvial
Karnataka,Mysore,65.8,73.0,61.1,6.42,0.52,0.98,32.6,Sandy
Karnataka,Mysore,90.4,50.3,40.8,5.91,0.78,1.31,44.1,Loamy
Karnataka,Mysore,63.4,42.1,55.2,6.82,0.78,1.04,48.0,Clayey
Karnataka,Mysore,81.0,49.3,48.5,5.85,0.41,1.39,60.8,Laterite
Karnataka,Mysore,58.3,46.6,60.4,6.49,0.56,0.61,36.4,Black
Karnataka,Mysore,70.2,57.3,62.6,6.06,0.57,1.69,42.3,Black
Karnataka,Mysore,58.1,33.1,48.0,7.09,0.52,0.51,38.8,Clayey
Karnataka,Mysore,43.5,34.6,55.6,7.14,0.6,0.52,42.2,Loamy
Karnataka,Mysore,56.9,49.3,53.2,6.64,0.55,0.83,43.4,Loamy
Karnataka,Mysore,46.0,47.4,83.9,6.48,0.45,1.85,34.3,Sandy
Karnataka,Mysore,39.2,26.0,58.1,6.39,0.9,1.48,35.5,Alluvial
Karnataka,Mysore,35.0,53.8,72.0,6.87,0.71,1.16,38.1,Sandy
