Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,Gujarat,Rajkot,22.499041,71.279154,13.4,Sandy,0.385,0.134,11.25,17.82,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,8.92,18.4,6.22,84,0.2738,0.4405,0.2857,24.1,63.98,Low,Warm
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,Rajasthan,Jodhpur,26.307489,74.036049,478.1,Red,0.642,0.39,35.21,26.58,Western Dry Region,High,Rainfed,Kharif,June,18.92,18.5,8.02,80,0.3125,0.4375,0.25,23.14,63.02,Medium,Warm
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,Gujarat,Rajkot,22.651733,71.262744,192.4,Sandy,0.13,0.1,21.56,8.72,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,June,8.87,17.42,6.8,105,0.381,0.4286,0.1905,29.54,73.8,Low,Warm
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,mothbeans,Gujarat,Ahmedabad,22.755757,71.164076,170.5,Red,0.661,0.343,16.0,20.29,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,June,10.21,20.29,6.69,100,0.23,0.58,0.19,32.14,65.86,Low,Moderate
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,Gujarat,Ahmedabad,22.570828,71.342105,101.2,Red,0.603,0.231,18.85,18.92,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,July,10.9,17.37,6.87,81,0.0247,0.6914,0.284,28.54,61.74,Low,Moderate
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,mothbeans,Gujarat,Surat,22.301403,72.089225,44.2,Sandy,0.299,0.152,13.06,10.76,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,16.89,19.32,7.6,76,0.0395,0.7368,0.2237,18.91,70.61,Low,Warm
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,Rajasthan,Jaipur,27.307042,72.941848,210.3,Red,0.568,0.131,27.18,24.64,Western Dry Region,Medium,Rainfed,Kharif,July,15.91,19.26,8.33,102,0.2549,0.5,0.2451,30.6,77.85,Low,Warm
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans,Gujarat,Junagadh,22.333779,71.599619,287.4,Sandy,0.39,0.228,8.98,12.17,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,June,16.54,19.61,6.72,101,0.3861,0.4158,0.198,27.24,67.46,Low,Warm
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,Gujarat,Ahmedabad,22.091221,72.735905,175.3,Red,0.626,0.47,10.8,15.49,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,11.37,17.68,6.06,106,0.2547,0.5566,0.1887,28.96,72.02,Low,Warm
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans,Gujarat,Rajkot,22.710808,71.585254,203.7,Red,0.583,0.226,24.54,22.13,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,June,16.33,19.2,6.94,88,0.2727,0.5114,0.2159,32.03,75.57,Low,Moderate
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,Gujarat,Ahmedabad,22.452992,71.354967,159.4,Red,0.402,0.21,18.6,20.85,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,June,16.78,19.17,7.39,64,0.1094,0.625,0.2656,18.95,58.07,Low,Warm
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,Gujarat,Junagadh,22.168413,71.502066,242.0,Sandy,0.296,0.268,22.13,13.83,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,June,11.3,19.46,6.79,83,0.1807,0.5422,0.2771,26.13,67.75,Low,Moderate
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,Rajasthan,Jaipur,27.284181,74.266277,417.4,Sandy,0.37,0.104,24.17,13.46,Western Dry Region,High,Rainfed,Kharif,June,13.29,18.47,7.6,101,0.2574,0.5149,0.2277,26.67,73.53,Low,Warm
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,Rajasthan,Kota,26.41636,74.160662,257.7,Red,0.486,0.14,33.62,23.12,Western Dry Region,Low,Rainfed,Kharif,June,11.14,18.42,7.62,81,0.2469,0.5556,0.1975,23.9,72.44,Low,Warm
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,Rajasthan,Kota,27.40932,73.471105,262.5,Red,0.564,0.331,19.79,24.5,Western Dry Region,Low,Rainfed,Kharif,June,16.74,20.3,8.41,112,0.3036,0.4821,0.2143,31.62,54.84,Low,Warm
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,Rajasthan,Jaipur,26.803774,73.696487,294.5,Sandy,0.397,0.093,29.99,13.68,Western Dry Region,Low,Rainfed,Kharif,June,18.16,21.63,6.99,95,0.2,0.5368,0.2632,19.67,66.0,Low,Moderate
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,Gujarat,Rajkot,22.168878,71.628246,268.9,Red,0.535,0.206,8.37,19.22,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,July,16.58,20.49,6.57,91,0.3187,0.4505,0.2308,23.8,61.56,Low,Warm
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,Gujarat,Junagadh,21.894801,71.717627,114.8,Red,0.654,0.437,21.01,23.27,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,June,17.34,18.83,7.17,92,0.2174,0.5435,0.2391,23.18,67.41,Low,Warm
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,Rajasthan,Bikaner,26.054028,72.630119,452.3,Red,0.49,0.373,33.34,21.82,Western Dry Region,Low,Rainfed,Kharif,July,14.83,18.25,6.76,74,0.1486,0.5405,0.3108,27.3,67.18,Low,Warm
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,Rajasthan,Bikaner,27.173122,73.600643,157.7,Sandy,0.293,0.286,21.73,16.96,Western Dry Region,High,Rainfed,Kharif,June,20.02,20.25,6.59,84,0.1786,0.6429,0.1786,21.96,66.48,Low,Warm
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,Gujarat,Ahmedabad,22.989421,72.538356,207.0,Sandy,0.335,0.188,16.24,10.78,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,July,17.9,17.14,6.93,112,0.3125,0.4911,0.1964,25.76,68.58,Low,Warm
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,Gujarat,Ahmedabad,22.539309,71.07734,69.0,Sandy,0.11,0.141,19.31,16.17,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,15.88,18.39,6.4,93,0.0968,0.6344,0.2688,23.15,57.57,Low,Warm
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,Gujarat,Surat,22.0686,71.929523,195.6,Sandy,0.228,0.1,14.09,13.58,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,June,11.32,19.01,7.3,103,0.3883,0.4369,0.1748,26.92,63.35,Low,Warm
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,Gujarat,Surat,22.904274,71.603875,119.7,Sandy,0.186,0.299,18.55,12.9,Gujarat Plains and Hills Region,High,Rainfed,Kharif,July,10.47,18.01,6.36,92,0.3804,0.413,0.2065,18.31,55.57,Low,Moderate
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,Gujarat,Junagadh,22.219776,70.714451,2.0,Sandy,0.347,0.23,8.61,10.99,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,17.58,20.33,6.06,89,0.1573,0.6517,0.191,23.26,58.29,Low,Warm
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,Gujarat,Junagadh,21.79675,71.885349,286.7,Sandy,0.303,0.104,8.78,11.04,Gujarat Plains and Hills Region,Medium,Rainfed,Kharif,July,12.02,18.19,7.02,113,0.354,0.4867,0.1593,32.45,62.99,Low,Warm
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,Rajasthan,Jaipur,27.030177,73.804431,301.9,Sandy,0.284,0.073,31.39,11.88,Western Dry Region,Low,Rainfed,Kharif,July,11.69,21.06,7.43,77,0.2338,0.4675,0.2987,24.94,64.4,Low,Moderate
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,Gujarat,Junagadh,23.010611,72.133812,260.5,Red,0.371,0.102,21.58,16.74,Gujarat Plains and Hills Region,Low,Rainfed,Kharif,July,12.35,17.75,7.39,102,0.3431,0.5098,0.1471,19.34,58.4,Low,Warm
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,Rajasthan,Kota,26.763393,73.901249,388.0,Sandy,0.379,0.1,33.38,15.64,Western Dry Region,Low,Rainfed,Kharif,June,18.4,20.3,7.4,85,0.0471,0.6941,0.2588,20.32,63.12,Low,Warm
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,Rajasthan,Kota,26.877528,74.027326,188.6,Sandy,0.127,0.112,17.94,12.77,Western Dry Region,Low,Rainfed,Kharif,June,15.05,20.45,7.85,89,0.2472,0.573,0.1798,19.27,67.74,Low,Warm
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,Rajasthan,Bikaner,26.468549,73.946545,427.3,Red,0.386,0.326,23.1,26.46,Western Dry Region,Low,Rainfed,Kharif,June,17.39,19.73,7.45,97,0.3402,0.4845,0.1753,24.23,63.75,Low,Moderate
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,Rajasthan,Bikaner,27.266078,73.641394,479.7,Red,0.638,0.193,25.16,24.81,Western Dry Region,Medium,Rainfed,Kharif,June,18.62,21.6,7.19,70,0.0286,0.7286,0.2429,29.23,61.96,Low,Moderate
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,mothbeans,Rajasthan,Jodhpur,26.87393,73.971717,181.8,Red,0.303,0.106,34.4,26.98,Western Dry Region,Low,Rainfed,Kharif,June,16.78,18.98,7.66,88,0.1818,0.5795,0.2386,17.48,65.28,Low,Warm
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,Andhra Pradesh,Chittoor,15.530812,79.327509,7.4,Loamy,1.064,0.366,14.81,24.32,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,July,14.37,16.7,6.25,94,0.2021,0.5851,0.2128,38.99,66.08,Low,Warm
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,Maharashtra,Nagpur,19.469492,75.034458,464.2,Loamy,0.756,0.516,10.88,36.76,Western Plateau and Hills Region,Low,Rainfed,Kharif,July,9.14,19.25,6.81,82,0.0976,0.6585,0.2439,33.3,63.57,Low,Warm
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean,Andhra Pradesh,Anantapur,15.591912,79.383957,298.4,Sandy,0.386,0.078,13.09,9.54,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,June,6.09,17.68,5.95,111,0.3243,0.4955,0.1802,35.17,66.07,Low,Warm
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean,Rajasthan,Jaipur,26.999869,74.401219,203.5,Sandy,0.13,0.107,29.19,15.6,Western Dry Region,Low,Rainfed,Kharif,June,12.24,19.47,6.73,82,0.122,0.6829,0.1951,25.97,59.25,Low,Warm
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,Rajasthan,Bikaner,27.114285,73.742701,490.9,Loamy,0.616,0.5,26.24,26.57,Western Dry Region,Low,Rainfed,Kharif,June,19.12,20.25,7.53,95,0.2316,0.5895,0.1789,34.57,67.75,Low,Warm
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean,Andhra Pradesh,Anantapur,15.47459,80.008118,396.3,Sandy,0.204,0.079,6.47,14.63,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,June,5.54,20.03,5.51,90,0.1,0.6333,0.2667,26.31,52.62,Low,Warm
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,Maharashtra,Nashik,19.286033,75.500462,554.1,Sandy,0.289,0.144,7.0,17.49,Western Plateau and Hills Region,Low,Rainfed,Kharif,June,9.87,18.1,7.4,116,0.2931,0.5086,0.1983,33.19,63.67,Low,Warm
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,Maharashtra,Nagpur,19.648262,75.903756,443.7,Sandy,0.202,0.172,17.6,13.29,Western Plateau and Hills Region,Low,Rainfed,Kharif,July,8.28,19.62,5.87,107,0.2897,0.4766,0.2336,29.1,62.99,Low,Warm
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,Andhra Pradesh,Chittoor,15.361208,78.53645,165.9,Sandy,0.305,0.164,9.17,14.54,East Coast Plains and Hills Region,Medium,Rainfed,Kharif,June,11.48,18.97,5.7,67,0.0,0.7313,0.2687,24.82,61.88,Low,Warm
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean,Rajasthan,Kota,26.207249,73.990557,219.2,Sandy,0.333,0.257,22.97,12.79,Western Dry Region,Low,Sprinkler,Kharif,July,15.34,21.13,7.22,80,0.2625,0.4875,0.25,27.04,74.33,Low,Warm
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,Madhya Pradesh,Ujjain,23.712094,78.695464,452.2,Loamy,0.752,0.441,17.06,35.38,Central Plateau and Hills Region,Low,Rainfed,Kharif,July,12.2,18.23,7.43,85,0.3294,0.4118,0.2588,33.09,58.14,Low,Warm
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,Maharashtra,Kolhapur,20.177689,75.593138,300.5,Sandy,0.349,0.113,8.74,14.81,Western Plateau and Hills Region,Low,Rainfed,Kharif,July,14.59,16.05,7.42,86,0.1977,0.6047,0.1977,30.44,71.3,Low,Warm
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,Rajasthan,Jaipur,26.36343,73.688297,177.6,Sandy,0.154,0.272,15.1,12.36,Western Dry Region,Medium,Rainfed,Kharif,July,8.79,19.59,7.13,89,0.2697,0.4719,0.2584,28.12,69.79,Low,Warm
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,Andhra Pradesh,Chittoor,15.750173,78.769403,299.3,Loamy,0.774,0.503,9.31,36.29,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,July,6.7,18.96,6.69,90,0.3111,0.5111,0.1778,36.9,78.88,Low,Warm
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,Rajasthan,Jodhpur,25.574033,73.411945,483.3,Loamy,0.812,0.196,15.51,32.42,Western Dry Region,Low,Rainfed,Kharif,July,16.51,21.42,6.8,80,0.2625,0.475,0.2625,35.36,69.17,Low,Warm
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,Rajasthan,Jodhpur,27.238845,74.113728,462.4,Loamy,0.665,0.453,21.01,31.57,Western Dry Region,Low,Rainfed,Kharif,July,14.53,20.08,8.29,119,0.2857,0.5042,0.2101,39.32,59.36,Low,Warm
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean,Madhya Pradesh,Indore,23.524622,77.780721,385.9,Loamy,0.688,0.536,14.86,23.74,Central Plateau and Hills Region,Low,Rainfed,Kharif,June,8.35,17.3,7.44,94,0.2021,0.5638,0.234,35.15,68.16,Low,Warm
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,Andhra Pradesh,Anantapur,15.291698,79.559633,181.1,Sandy,0.155,0.277,8.62,9.38,East Coast Plains and Hills Region,Low,Rainfed,Kharif,July,14.14,16.65,5.19,104,0.2981,0.5577,0.1442,29.04,58.64,Low,Warm
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,Rajasthan,Kota,26.172674,73.466864,379.5,Loamy,0.893,0.17,17.92,28.98,Western Dry Region,Low,Rainfed,Kharif,June,15.38,20.14,6.98,78,0.2436,0.4487,0.3077,34.8,64.98,Low,Warm
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,Madhya Pradesh,Ujjain,23.528243,78.948862,364.5,Sandy,0.116,0.29,12.49,17.87,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,July,13.03,17.94,7.16,94,0.2553,0.5638,0.1809,28.93,65.05,Low,Warm
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,Madhya Pradesh,Indore,23.659866,79.187593,511.0,Sandy,0.247,0.095,10.83,15.2,Central Plateau and Hills Region,Low,Rainfed,Kharif,June,13.69,18.42,6.45,80,0.1625,0.5875,0.25,28.13,76.15,Low,Warm
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,Andhra Pradesh,Chittoor,16.067521,80.474945,30.3,Sandy,0.141,0.111,9.96,14.09,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,June,12.25,18.97,6.36,100,0.31,0.53,0.16,30.56,74.28,Low,Warm
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,Rajasthan,Jodhpur,26.979542,74.031688,343.0,Sandy,0.196,0.206,17.99,12.81,Western Dry Region,Low,Sprinkler,Kharif,June,14.35,21.12,7.8,96,0.2917,0.4688,0.2396,30.21,60.45,Low,Warm
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,Andhra Pradesh,Anantapur,15.925849,79.482135,4.2,Sandy,0.352,0.085,11.7,15.11,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,July,12.61,17.67,6.43,89,0.3483,0.4157,0.236,30.36,65.26,Low,Warm
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,Madhya Pradesh,Bhopal,23.481359,78.677017,464.1,Sandy,0.385,0.071,11.55,9.27,Central Plateau and Hills Region,Low,Rainfed,Kharif,June,9.48,19.7,5.69,108,0.3056,0.5556,0.1389,35.56,56.72,Low,Warm
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,Andhra Pradesh,Guntur,16.140514,79.750468,47.4,Loamy,0.873,0.239,11.41,31.79,East Coast Plains and Hills Region,Medium,Sprinkler,Kharif,July,12.14,16.77,6.44,100,0.34,0.45,0.21,39.44,63.68,Low,Warm
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,Maharashtra,Pune,19.307079,74.851895,689.7,Sandy,0.347,0.068,11.93,11.26,Western Plateau and Hills Region,Low,Rainfed,Kharif,June,7.55,19.06,6.8,95,0.1368,0.6,0.2632,30.39,70.72,Low,Warm
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,Andhra Pradesh,Krishna,16.153864,80.266895,49.2,Loamy,0.897,0.468,8.57,23.31,East Coast Plains and Hills Region,Medium,Rainfed,Kharif,July,12.01,18.11,5.53,107,0.3084,0.5327,0.1589,41.02,62.43,Low,Warm
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,Madhya Pradesh,Jabalpur,23.465802,77.295681,551.9,Loamy,0.726,0.358,10.1,23.78,Central Plateau and Hills Region,Medium,Rainfed,Kharif,July,10.99,18.6,7.42,111,0.2883,0.5135,0.1982,39.07,72.7,Low,Warm
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean,Rajasthan,Jodhpur,27.122593,73.816953,471.7,Sandy,0.1,0.202,30.07,9.25,Western Dry Region,Low,Sprinkler,Kharif,June,9.5,20.82,8.22,107,0.215,0.5514,0.2336,29.97,57.17,Low,Warm
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,Andhra Pradesh,Guntur,16.201503,80.753442,305.4,Loamy,0.702,0.185,12.05,37.9,East Coast Plains and Hills Region,High,Sprinkler,Kharif,June,13.66,16.88,6.57,94,0.3723,0.4362,0.1915,36.3,65.75,Low,Warm
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,Andhra Pradesh,Guntur,15.713296,79.411576,262.9,Loamy,0.711,0.257,7.89,27.32,East Coast Plains and Hills Region,Low,Rainfed,Kharif,June,12.53,18.99,6.38,78,0.0769,0.6154,0.3077,32.72,78.48,Low,Warm
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean,Maharashtra,Pune,18.865407,76.293439,493.2,Sandy,0.27,0.251,7.38,9.26,Western Plateau and Hills Region,Low,Rainfed,Kharif,July,13.51,19.22,7.46,90,0.3222,0.4,0.2778,27.28,62.79,Low,Warm
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean,Madhya Pradesh,Indore,23.898479,77.871584,474.4,Sandy,0.15,0.115,17.35,8.21,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,June,9.14,18.1,6.07,62,0.0645,0.5806,0.3548,21.39,62.63,Low,Warm
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,Maharashtra,Kolhapur,19.694911,74.056713,521.4,Sandy,0.213,0.283,13.76,15.56,Western Plateau and Hills Region,Medium,Sprinkler,Kharif,July,10.76,17.65,6.73,91,0.1099,0.6484,0.2418,26.81,61.26,Low,Warm
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,Madhya Pradesh,Jabalpur,23.147647,78.867062,445.0,Sandy,0.228,0.248,9.03,10.27,Central Plateau and Hills Region,Low,Sprinkler,Kharif,June,8.79,17.87,8.4,83,0.1687,0.5783,0.253,26.38,76.24,Low,Warm
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,Andhra Pradesh,Krishna,16.960572,79.691582,227.7,Sandy,0.383,0.069,13.35,16.32,East Coast Plains and Hills Region,Low,Rainfed,Kharif,June,13.89,19.12,5.36,79,0.1013,0.6329,0.2658,28.7,68.58,Low,Warm
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,Andhra Pradesh,Guntur,16.017216,80.611028,346.0,Sandy,0.29,0.152,14.64,17.04,East Coast Plains and Hills Region,High,Sprinkler,Kharif,June,9.97,17.11,6.67,75,0.2667,0.5333,0.2,25.36,61.36,Low,Warm
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,Rajasthan,Bikaner,27.261412,73.617639,379.4,Sandy,0.18,0.067,30.14,9.69,Western Dry Region,Medium,Sprinkler,Kharif,July,9.26,20.04,7.75,101,0.3564,0.4257,0.2178,30.53,62.83,Low,Warm
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,Andhra Pradesh,Krishna,14.968758,78.9389,8.4,Loamy,1.071,0.28,7.95,27.6,East Coast Plains and Hills Region,Low,Sprinkler,Kharif,June,9.09,18.14,5.42,86,0.1628,0.6628,0.1744,40.5,59.23,Low,Warm
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,Maharashtra,Nashik,19.304026,75.432181,337.6,Sandy,0.293,0.279,10.69,15.09,Western Plateau and Hills Region,Medium,Rainfed,Kharif,June,13.79,18.54,7.61,94,0.117,0.6383,0.2447,28.89,58.94,Low,Warm
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,Madhya Pradesh,Ujjain,22.884004,78.513779,378.4,Sandy,0.386,0.236,10.91,12.6,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,June,8.81,17.46,6.53,84,0.119,0.7024,0.1786,30.56,49.87,Low,Warm
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,Andhra Pradesh,Krishna,15.398812,80.213791,135.5,Loamy,0.737,0.278,12.85,26.02,East Coast Plains and Hills Region,Medium,Rainfed,Kharif,July,9.71,17.27,6.7,92,0.0761,0.6522,0.2717,36.32,56.74,Low,Warm
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,Maharashtra,Pune,19.406362,75.327881,676.7,Loamy,0.864,0.501,15.21,32.34,Western Plateau and Hills Region,Medium,Sprinkler,Kharif,July,15.68,16.58,6.69,64,0.0312,0.7344,0.2344,33.85,58.39,Low,Warm
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,Maharashtra,Nagpur,19.324936,75.788907,376.7,Sandy,0.118,0.222,12.34,17.19,Western Plateau and Hills Region,Low,Rainfed,Kharif,June,15.19,17.13,7.73,87,0.2299,0.5172,0.2529,25.89,67.79,Low,Warm
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,Maharashtra,Pune,20.845103,76.036997,484.8,Sandy,0.345,0.221,7.55,12.84,Western Plateau and Hills Region,Medium,Rainfed,Kharif,July,14.34,16.51,7.15,56,0.0357,0.6964,0.2679,25.68,61.87,Low,Warm
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,Andhra Pradesh,Chittoor,15.029749,79.190842,388.7,Sandy,0.165,0.121,13.13,11.79,East Coast Plains and Hills Region,Low,Rainfed,Kharif,June,10.08,16.45,5.19,91,0.2967,0.4396,0.2637,26.4,60.84,Low,Warm
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,Maharashtra,Kolhapur,18.155577,76.376059,678.1,Loamy,0.814,0.415,6.13,29.57,Western Plateau and Hills Region,Medium,Sprinkler,Kharif,July,9.13,19.5,6.6,98,0.3571,0.4898,0.1531,37.57,60.41,Low,Warm
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,Maharashtra,Pune,19.267,75.272557,506.0,Sandy,0.146,0.283,8.55,10.95,Western Plateau and Hills Region,High,Sprinkler,Kharif,July,8.57,19.27,7.51,88,0.0455,0.6705,0.2841,26.79,50.92,Low,Warm
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,Maharashtra,Kolhapur,19.497787,76.051949,719.0,Sandy,0.37,0.281,14.69,17.04,Western Plateau and Hills Region,Medium,Sprinkler,Kharif,June,8.96,16.22,6.77,73,0.0137,0.6575,0.3288,27.28,59.12,Low,Warm
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,Rajasthan,Jaipur,26.17759,73.603114,380.4,Sandy,0.101,0.235,16.12,10.26,Western Dry Region,Medium,Rainfed,Kharif,July,17.06,20.84,6.94,100,0.36,0.43,0.21,27.03,71.41,Low,Warm
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,Maharashtra,Nashik,19.031315,75.817491,394.2,Loamy,1.026,0.444,15.94,34.65,Western Plateau and Hills Region,Low,Rainfed,Kharif,June,12.0,19.45,6.33,81,0.1358,0.5679,0.2963,38.65,60.85,Low,Warm
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,Rajasthan,Kota,26.860903,73.495127,445.3,Sandy,0.322,0.167,29.85,16.28,Western Dry Region,Low,Rainfed,Kharif,July,11.77,18.13,7.79,100,0.34,0.47,0.19,32.7,74.56,Low,Warm
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,Rajasthan,Kota,27.902168,72.812519,378.6,Loamy,0.721,0.155,18.65,30.2,Western Dry Region,Medium,Sprinkler,Kharif,June,15.33,21.0,7.23,83,0.253,0.5301,0.2169,32.75,70.29,Low,Warm
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,Madhya Pradesh,Jabalpur,25.465458,76.748898,537.6,Loamy,0.76,0.321,15.34,22.25,Central Plateau and Hills Region,Medium,Rainfed,Kharif,July,7.78,17.35,6.53,95,0.1789,0.6105,0.2105,37.7,71.19,Low,Warm
